barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes
Gonzales,,PH0403420007,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7651407859,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Gonzales (Pob.),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Kabulusan,,PH0403420008,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.092962982,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Kabulusan,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Matikiw,,PH0403420009,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.863438346,,Other,Other,Matikiw,Other,TRUE,TRUE,TRUE,
Rizal,,PH0403420010,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.069803006,Duplicate,Heroes,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",Rizal (Pob.),"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",TRUE,TRUE,TRUE,
Saray,,PH0403420011,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,14.88995775,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Saray,Other,TRUE,TRUE,FALSE,
Taft,,PH0403420012,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5200289996,,Other,"Filipino politicians - e.g. Marcos, Aquino, Magsaysay, Osmena, Quezon, Laurel, Recto",Taft (Pob.),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,FALSE,FALSE,
Tavera,,PH0403420013,Pakil,PH0403420,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8716021635,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Tavera (Pob.),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Balian,,PH0403421001,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.597347892,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Balian,Other,TRUE,TRUE,FALSE,
Dambo,,PH0403421002,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.64401809,,Other,Other,Dambo,Other,TRUE,TRUE,TRUE,
Galalan,,PH0403421003,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,25.82875978,,Other,Other,Galalan,Other,TRUE,TRUE,TRUE,
Isla,,PH0403421004,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.365089962,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Isla (Pob.),"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Mabato-Azufre,,PH0403421005,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.775192146,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Mabato-Azufre,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Natividad,,PH0403421006,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6694526804,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Natividad (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,FALSE,
San Jose,,PH0403421007,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.116744891,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Jose (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Sulib,,PH0403421008,Pangil,PH0403421,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,9.17808728,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Sulib,Other,TRUE,TRUE,FALSE,"In Kapampangan, could mean shellfish"
Aplaya,,PH0403422001,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.805850479,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Aplaya,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Bagong Pook,,PH0403422002,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.61066279,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagong Pook,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
Bukal,,PH0403422003,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.251130189,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Bukal,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Bulilan Norte,,PH0403422004,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5727308838,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Bulilan Norte (Pob.),"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,FALSE,FALSE,Buli or buri
Bulilan Sur,,PH0403422005,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6703695394,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Bulilan Sur (Pob.),"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,FALSE,FALSE,Buli or buri
Concepcion,,PH0403422006,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.217945386,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Concepcion,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Labuin,,PH0403422007,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.04649906,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Labuin,Other,TRUE,TRUE,FALSE,
Linga,,PH0403422008,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7080282034,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Linga,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Masico,,PH0403422009,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.463087542,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Masico,Other,TRUE,TRUE,FALSE,
Mojon,,PH0403422010,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.141397999,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Mojon,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,FALSE,
Pansol,,PH0403422011,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.791332594,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Pansol,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,TRUE,
Pinagbayanan,,PH0403422012,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.562904846,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Pinagbayanan,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,TRUE,
San Antonio,,PH0403422014,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.448978234,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Antonio,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Miguel,,PH0403422015,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9698363482,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Miguel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Clara Norte,,PH0403422016,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7723232793,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Clara Norte (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Clara Sur,,PH0403422017,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.15170783,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Clara Sur (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Tubuan,,PH0403422018,Pila,PH0403422,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.447065446,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Tubuan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Antipolo,,PH0403423001,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.513542515,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Antipolo,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Entablado,,PH0403423002,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.099369982,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Entablado,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,TRUE,
Laguan,,PH0403423003,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.90060836,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Laguan,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,TRUE,
Paule 1,,PH0403423004,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3186164639,,Other,Other,Paule 1,Other,TRUE,TRUE,TRUE,
Paule 2,,PH0403423005,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4062523173,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Paule 2,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,Unknown who this might be
East Poblacion,,PH0403423006,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02660235497,,Poblacion (Town Proper),"Directional - North, South, East, West, Upper, Lower, or related names",East Poblacion,"Town Proper - Poblacion, Central references",TRUE,FALSE,FALSE,
West Poblacion,,PH0403423007,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04575646261,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",West Poblacion,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Pook,,PH0403423008,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.4886278,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Pook,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,TRUE,
Tala,,PH0403423009,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,15.15233298,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Tala,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,Star
Talaga,,PH0403423010,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7421489196,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Talaga,Other,TRUE,TRUE,FALSE,
Tuy,,PH0403423011,Rizal,PH0403423,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5867051439,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Tuy,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,TRUE,FALSE,"Named by Don Salvador Elio, in honor of his hometown “Tuy” in Galicia, Spain"
Bagong Bayan II-A,,PH0403424001,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5271008695,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagong Bayan II-A (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
Bagong Pook VI-C,,PH0403424002,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0975953057,,Other,"Town Proper - Poblacion, Central references",Bagong Pook VI-C (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,FALSE,
Barangay I-A,,PH0403424003,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1148003262,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay I-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay I-B,,PH0403424004,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2447417053,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay I-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay II-A,,PH0403424005,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.06413890594,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay II-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay II-B,,PH0403424006,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.08237325324,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay II-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay II-C,,PH0403424007,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.07354984739,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay II-C (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay II-D,,PH0403424008,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.03740897893,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay II-D (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay II-E,,PH0403424009,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1113278095,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay II-E (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay II-F,,PH0403424010,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.156821203,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay II-F (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay III-A,,PH0403424011,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.05409402164,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay III-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay III-B,,PH0403424012,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.08736998917,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay III-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay III-C,,PH0403424013,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1063352404,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay III-C (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay III-D,,PH0403424014,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.06863464605,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay III-D (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay III-E,,PH0403424015,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1314300871,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay III-E (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay III-F,,PH0403424016,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02593884785,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay III-F (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay IV-A,,PH0403424017,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.125166625,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay IV-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay IV-B,,PH0403424018,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04811117228,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay IV-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay IV-C,,PH0403424019,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.05603922048,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay IV-C (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay V-A,,PH0403424020,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1034189866,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay V-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay V-B,,PH0403424021,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.03326704248,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay V-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay V-C,,PH0403424022,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02622720931,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay V-C (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay V-D,,PH0403424023,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02462871682,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay V-D (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VI-A,,PH0403424024,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1236119694,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VI-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VI-B,,PH0403424025,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.05260566275,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VI-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VI-D,,PH0403424027,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1937191846,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VI-D (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VI-E,,PH0403424028,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1561253824,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VI-E (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VII-A,,PH0403424029,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.07850221587,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VII-A (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VII-B,,PH0403424030,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04451710446,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VII-B (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VII-C,,PH0403424031,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0221602929,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VII-C (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VII-D,,PH0403424032,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.01249707897,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VII-D (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Barangay VII-E,,PH0403424033,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0290128008,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VII-E (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
Bautista,,PH0403424034,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,11.49115949,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Bautista,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Concepcion,,PH0403424035,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.669440206,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Concepcion,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Del Remedio,,PH0403424036,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.923515633,Duplicate,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Del Remedio,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,FALSE,
Dolores,,PH0403424037,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.638363621,Duplicate,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Dolores,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,TRUE,Sorrow
San Antonio 1,,PH0403424040,San Pablo City,PH0403424,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.043344687,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Antonio 1,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
