barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes,factchecked_category
Acevida,,PH0403429001,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6370993178,,Other,Other,Acevida,Other,True,True,True,,Other
Bagong Pag-Asa,,PH0403429002,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0212824279,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagong Pag-Asa (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Bagumbarangay,,PH0403429003,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0171109986,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Bagumbarangay (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Buhay,,PH0403429005,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.08964925161,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Buhay,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
General Luna,,PH0403429006,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02127296716,,Other Persons,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",Gen. Luna,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",True,False,True,,Filipino heroes
Halayhayin,,PH0403429007,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.037203413,Duplicate,Other,Other,Halayhayin,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Mendiola,,PH0403429008,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.623111839,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Mendiola,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",True,True,True,,Other Persons
Kapatalan,,PH0403429009,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.229328964,Duplicate,Other,Other,Kapatalan,Other,True,True,True,,Other
Laguio,,PH0403429010,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.141458184,,Other,Other,Laguio,Other,True,True,True,,Other
Liyang,,PH0403429011,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.84079185,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Liyang,Other,True,True,False,,Other
Llavac,,PH0403429012,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,11.87196439,,Other,Other,Llavac,Other,True,True,True,,Other
Pandeno,,PH0403429013,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7264402099,,Other,Other,Pandeno,Other,True,True,True,,Other
Magsaysay,,PH0403429015,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,15.81775724,Duplicate,Politician,"Filipino politicians - e.g. Marcos, Aquino, Magsaysay, Osmena, Quezon, Laurel, Recto",Magsaysay,"Filipino politicians - e.g. Marcos, Aquino, Magsaysay, Osmena, Quezon, Laurel, Recto",True,True,True,,Filipino politicians
Macatad,,PH0403429016,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.875085506,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Macatad,Other,True,True,False,,Other
Mayatba,,PH0403429017,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.848362527,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Mayatba,Other,True,True,False,,Other
P. Burgos,,PH0403429019,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5511652052,,Heroes,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",P. Burgos,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",True,True,True,,Filipino heroes
G. Redor,,PH0403429020,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0587284634,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",G. Redor (Pob.),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",True,True,True,,Other Persons
Salubungan,,PH0403429021,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.05861794677,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Salubungan,"Directional - North, South, East, West, Upper, Lower, or related names",True,False,True,,Directional
Wawa,,PH0403429022,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.056339698,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Wawa,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
J. Rizal,,PH0403429023,Siniloan,PH0403429,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.01264395011,,Heroes,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",J. Rizal (Pob.),"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",True,True,True,,Filipino heroes
Banca-banca,,PH0403430001,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.740320869,Duplicate,Other,Other,Banca-banca,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Daniw,,PH0403430002,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.693637452,Duplicate,Other,Other,Daniw,Other,True,True,True,,Other
Masapang,,PH0403430003,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.59711259,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Masapang,Other,True,True,False,Sapa?,Other
Nanhaya,,PH0403430004,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.478054054,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Nanhaya (Pob.),Other,True,True,False,,Other
Pagalangan,,PH0403430005,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.791337053,,Other,Other,Pagalangan,Other,True,True,True,,Other
San Benito,,PH0403430007,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.926515276,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Benito,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Felix,,PH0403430008,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.533086263,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Felix,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Francisco,,PH0403430009,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.223473062,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Francisco,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Roque,,PH0403430010,Victoria,PH0403430,Laguna,PH04034,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.285675599,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Roque (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Bagumbayan,,PH0405801001,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3189495122,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagumbayan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Kalayaan,,PH0405801005,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.008401908,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Kalayaan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Poblacion Ibaba,,PH0405801007,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1020834014,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion Ibaba,"Town Proper - Poblacion, Central references",True,True,True,,Town Proper
Poblacion Itaas,,PH0405801008,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02143821699,,Poblacion (Town Proper),"Directional - North, South, East, West, Upper, Lower, or related names",Poblacion Itaas,"Town Proper - Poblacion, Central references",True,False,False,,Town Proper
San Isidro,,PH0405801009,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.436976755,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Isidro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Pedro,,PH0405801010,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1030054951,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Pedro,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Roque,,PH0405801011,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.968720717,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Roque,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Vicente,,PH0405801012,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3868773506,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Vicente,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Santo Nino,,PH0405801013,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.101213081,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Niño,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Mahabang Parang,,PH0405801014,Angono,PH0405801,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.215773726,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Mahabang Parang,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Calawis,,PH0405802001,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,89.58041635,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Calawis,Other,True,True,False,,Other
Cupang,,PH0405802002,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,11.55204994,Duplicate,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Cupang,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
Dela Paz,,PH0405802003,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.854608153,Duplicate,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Dela Paz (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,False,,Religious
Mayamot,,PH0405802004,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.080666608,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Mayamot,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
San Isidro,,PH0405802007,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.072481708,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Isidro (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Jose,,PH0405802008,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,88.11780177,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Jose (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Roque,,PH0405802009,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,7.109770658,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Roque (Pob.),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Mambugan,,PH0405802010,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.82910291,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Mambugan,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,False,False,,Fruits/Plants
Bagong Nayon,,PH0405802011,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.263772587,Duplicate,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Bagong Nayon,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Beverly Hills,,PH0405802012,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3396754455,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Beverly Hills,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",True,True,False,,Place
Dalig,,PH0405802013,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.048734915,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Dalig,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Inarawan,,PH0405802014,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.82432058,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Inarawan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
San Juan,,PH0405802015,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,16.29436565,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Juan,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Luis,,PH0405802016,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,8.249201372,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Luis,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Santa Cruz,,PH0405802017,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,7.164566827,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Cruz,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Muntingdilaw,,PH0405802018,City of Antipolo,PH0405802,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.969747075,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Muntingdilaw,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Evangelista,,PH0405803001,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.545868418,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Evangelista,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,False,,Religious
Rizal,,PH0405803002,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.267939644,Duplicate,Heroes,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",Rizal (Pob.),"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",True,True,True,,Filipino heroes
San Jose,,PH0405803003,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.658986867,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Jose,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Salvador,,PH0405803004,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,11.49660603,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Salvador,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Santiago,,PH0405803005,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.052225498,Duplicate,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santiago,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,False,True,,Religious
Concepcion,,PH0405803006,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.247766518,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Concepcion,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Juan,,PH0405803007,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.624234327,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Juan,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
San Miguel,,PH0405803008,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3543371774,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Miguel,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Mabini,,PH0405803009,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4751422995,,Heroes,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",Mabini,"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",True,True,True,,Filipino heroes
Pinugay,,PH0405803010,Baras,PH0405803,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,27.30292905,,Other,Other,Pinugay,Other,True,True,True,,Other
Bangad,,PH0405804001,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6606651267,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Bangad,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Batingan,,PH0405804002,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.185214412,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Batingan,Other,True,True,False,,Other
Bilibiran,,PH0405804003,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5782928988,,Other,Other,Bilibiran,Other,True,True,True,,Other
Binitagan,,PH0405804004,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.497998229,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Binitagan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Bombong,,PH0405804005,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6250336587,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Bombong,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,Bumbong,Fruits/Plants
Buhangin,,PH0405804006,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8632767177,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Buhangin,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Calumpang,,PH0405804007,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.498783967,Duplicate,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Calumpang,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Ginoong Sanay,,PH0405804009,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6394762337,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Ginoong Sanay,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",True,True,True,,Other Persons
Gulod,,PH0405804010,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6116985279,Duplicate,Geographic,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Gulod,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Habagatan,,PH0405804011,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7136829791,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Habagatan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Ithan,,PH0405804012,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7363030697,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Ithan,Other,True,True,False,,Other
Janosa,,PH0405804013,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9925940255,,Other,Other,Janosa,Other,True,True,True,,Other
Kalawaan,,PH0405804014,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.118485977,Duplicate,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Kalawaan,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,False,,Geographic
Kalinawan,,PH0405804015,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5732124151,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Kalinawan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Kasile,,PH0405804016,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2712744933,,Other,Other,Kasile,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",True,True,False,,Place
Kaytome,,PH0405804017,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7530446589,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Kaytome,Other,True,True,False,,Other
